;date;hour;name;waiting_time;;gemiddelde wachttijd;standaardafwijking;gemiddelde/dag
19235;01/11/2016;08:35:00;Stoomtrein(Marerijk);0;;;;
19236;01/11/2016;08:40:00;Stoomtrein(Marerijk);0;;;;
19237;01/11/2016;08:45:00;Stoomtrein(Marerijk);0;;;;
19238;01/11/2016;08:50:00;Stoomtrein(Marerijk);0;;;;
19239;01/11/2016;08:55:00;Stoomtrein(Marerijk);0;;;;
19240;01/11/2016;09:00:00;Stoomtrein(Marerijk);0;;;;
19241;01/11/2016;09:05:00;Stoomtrein(Marerijk);0;;;;
19242;01/11/2016;09:10:00;Stoomtrein(Marerijk);0;;;;
19243;01/11/2016;09:15:00;Stoomtrein(Marerijk);0;;;;
19244;01/11/2016;09:20:00;Stoomtrein(Marerijk);0;;;;
19245;01/11/2016;09:25:00;Stoomtrein(Marerijk);0;;;;
19246;01/11/2016;09:30:00;Stoomtrein(Marerijk);0;;;;
19247;01/11/2016;09:35:00;Stoomtrein(Marerijk);0;;;;
19248;01/11/2016;09:40:00;Stoomtrein(Marerijk);0;;;;
19249;01/11/2016;09:45:00;Stoomtrein(Marerijk);0;;;;
19250;01/11/2016;09:50:00;Stoomtrein(Marerijk);0;;;;
19251;01/11/2016;09:55:00;Stoomtrein(Marerijk);0;;;;
19252;01/11/2016;10:00:00;Stoomtrein(Marerijk);0;;;;
19253;01/11/2016;10:05:00;Stoomtrein(Marerijk);0;;;;
19254;01/11/2016;10:10:00;Stoomtrein(Marerijk);0;;;;
19255;01/11/2016;10:15:00;Stoomtrein(Marerijk);0;;;;
19256;01/11/2016;10:20:00;Stoomtrein(Marerijk);0;;;;
19257;01/11/2016;10:25:00;Stoomtrein(Marerijk);0;;;;
19258;01/11/2016;10:30:00;Stoomtrein(Marerijk);0;;;;
19259;01/11/2016;10:35:00;Stoomtrein(Marerijk);0;;;;
19260;01/11/2016;10:40:00;Stoomtrein(Marerijk);0;;;;
19261;01/11/2016;10:45:00;Stoomtrein(Marerijk);0;;;;
19262;01/11/2016;10:50:00;Stoomtrein(Marerijk);0;;;;
19263;01/11/2016;10:55:00;Stoomtrein(Marerijk);0;;;;
19264;01/11/2016;11:00:00;Stoomtrein(Marerijk);0;;;;
19265;01/11/2016;11:05:00;Stoomtrein(Marerijk);0;;;;
19266;01/11/2016;11:10:00;Stoomtrein(Marerijk);0;;;;
19267;01/11/2016;11:15:00;Stoomtrein(Marerijk);0;;;;
19268;01/11/2016;11:20:00;Stoomtrein(Marerijk);0;;;;
19269;01/11/2016;11:25:00;Stoomtrein(Marerijk);0;;;;
19270;01/11/2016;11:30:00;Stoomtrein(Marerijk);0;;;;
19271;01/11/2016;11:35:00;Stoomtrein(Marerijk);0;;;;
19272;01/11/2016;11:40:00;Stoomtrein(Marerijk);0;;;;
19273;01/11/2016;11:45:00;Stoomtrein(Marerijk);0;;;;
19274;01/11/2016;11:50:00;Stoomtrein(Marerijk);0;;;;
19275;01/11/2016;11:55:00;Stoomtrein(Marerijk);0;;;;
19276;01/11/2016;12:00:00;Stoomtrein(Marerijk);0;;;;
19277;01/11/2016;12:05:00;Stoomtrein(Marerijk);0;;;;
19278;01/11/2016;12:10:00;Stoomtrein(Marerijk);0;;;;
19279;01/11/2016;12:15:00;Stoomtrein(Marerijk);0;;;;
19280;01/11/2016;12:20:00;Stoomtrein(Marerijk);0;;;;
19281;01/11/2016;12:25:00;Stoomtrein(Marerijk);0;;;;
19282;01/11/2016;12:30:00;Stoomtrein(Marerijk);0;;;;
19283;01/11/2016;12:35:00;Stoomtrein(Marerijk);0;;;;
19284;01/11/2016;12:40:00;Stoomtrein(Marerijk);0;;;;
19285;01/11/2016;12:45:00;Stoomtrein(Marerijk);0;;;;
19286;01/11/2016;12:50:00;Stoomtrein(Marerijk);0;;;;
19287;01/11/2016;12:55:00;Stoomtrein(Marerijk);0;;;;
19288;01/11/2016;13:00:00;Stoomtrein(Marerijk);0;;;;
19289;01/11/2016;13:05:00;Stoomtrein(Marerijk);0;;;;
19290;01/11/2016;13:10:00;Stoomtrein(Marerijk);0;;;;
19291;01/11/2016;13:15:00;Stoomtrein(Marerijk);0;;;;
19292;01/11/2016;13:20:00;Stoomtrein(Marerijk);0;;;;
19293;01/11/2016;13:25:00;Stoomtrein(Marerijk);0;;;;
19294;01/11/2016;13:30:00;Stoomtrein(Marerijk);0;;;;
19295;01/11/2016;13:35:00;Stoomtrein(Marerijk);0;;;;
19296;01/11/2016;13:40:00;Stoomtrein(Marerijk);0;;;;
19297;01/11/2016;13:45:00;Stoomtrein(Marerijk);0;;;;
19298;01/11/2016;13:50:00;Stoomtrein(Marerijk);0;;;;
19299;01/11/2016;13:55:00;Stoomtrein(Marerijk);0;;;;
19300;01/11/2016;14:00:00;Stoomtrein(Marerijk);0;;;;
19301;01/11/2016;14:05:00;Stoomtrein(Marerijk);0;;;;
19302;01/11/2016;14:10:00;Stoomtrein(Marerijk);0;;;;
19303;01/11/2016;14:15:00;Stoomtrein(Marerijk);0;;;;
19304;01/11/2016;14:20:00;Stoomtrein(Marerijk);0;;;;
19305;01/11/2016;14:25:00;Stoomtrein(Marerijk);0;;;;
19306;01/11/2016;14:30:00;Stoomtrein(Marerijk);0;;;;
19307;01/11/2016;14:35:00;Stoomtrein(Marerijk);0;;;;
19308;01/11/2016;14:40:00;Stoomtrein(Marerijk);0;;;;
19309;01/11/2016;14:45:00;Stoomtrein(Marerijk);0;;;;
19310;01/11/2016;14:50:00;Stoomtrein(Marerijk);0;;;;
19311;01/11/2016;14:55:00;Stoomtrein(Marerijk);0;;;;
19312;01/11/2016;15:00:00;Stoomtrein(Marerijk);0;;;;
19313;01/11/2016;15:05:00;Stoomtrein(Marerijk);0;;;;
19314;01/11/2016;15:10:00;Stoomtrein(Marerijk);0;;;;
19315;01/11/2016;15:15:00;Stoomtrein(Marerijk);0;;;;
19316;01/11/2016;15:20:00;Stoomtrein(Marerijk);0;;;;
19317;01/11/2016;15:25:00;Stoomtrein(Marerijk);0;;;;
19318;01/11/2016;15:30:00;Stoomtrein(Marerijk);0;;;;
19319;01/11/2016;15:35:00;Stoomtrein(Marerijk);0;;;;
19320;01/11/2016;15:40:00;Stoomtrein(Marerijk);0;;;;
19321;01/11/2016;15:45:00;Stoomtrein(Marerijk);0;;;;
19322;01/11/2016;15:50:00;Stoomtrein(Marerijk);0;;;;
19323;01/11/2016;15:55:00;Stoomtrein(Marerijk);0;;;;
19324;01/11/2016;16:00:00;Stoomtrein(Marerijk);0;;;;
19325;01/11/2016;16:05:00;Stoomtrein(Marerijk);0;;;;
19326;01/11/2016;16:10:00;Stoomtrein(Marerijk);0;;;;
19327;01/11/2016;16:15:00;Stoomtrein(Marerijk);0;;;;
19328;01/11/2016;16:20:00;Stoomtrein(Marerijk);0;;;;
19329;01/11/2016;16:25:00;Stoomtrein(Marerijk);0;;;;
19330;01/11/2016;16:30:00;Stoomtrein(Marerijk);0;;;;
19331;01/11/2016;16:35:00;Stoomtrein(Marerijk);0;;;;
19332;01/11/2016;16:40:00;Stoomtrein(Marerijk);0;;;;
19333;01/11/2016;16:45:00;Stoomtrein(Marerijk);0;;;;
19334;01/11/2016;16:50:00;Stoomtrein(Marerijk);0;;;;
19335;01/11/2016;16:55:00;Stoomtrein(Marerijk);0;;;;
19336;01/11/2016;17:00:00;Stoomtrein(Marerijk);0;;;;
19337;01/11/2016;17:05:00;Stoomtrein(Marerijk);0;;;;
19338;01/11/2016;17:10:00;Stoomtrein(Marerijk);0;;;;
19339;01/11/2016;17:15:00;Stoomtrein(Marerijk);0;;;;
19340;01/11/2016;17:20:00;Stoomtrein(Marerijk);0;;;;
19341;01/11/2016;17:25:00;Stoomtrein(Marerijk);0;;;;
19342;01/11/2016;17:30:00;Stoomtrein(Marerijk);0;;;;
19343;01/11/2016;17:35:00;Stoomtrein(Marerijk);0;;;;
19344;01/11/2016;17:40:00;Stoomtrein(Marerijk);0;;;;
19345;01/11/2016;17:45:00;Stoomtrein(Marerijk);0;;;;
19346;01/11/2016;17:50:00;Stoomtrein(Marerijk);0;;;;
19347;01/11/2016;17:55:00;Stoomtrein(Marerijk);0;;;;
19348;01/11/2016;18:00:00;Stoomtrein(Marerijk);0;;;;
19349;01/11/2016;18:05:00;Stoomtrein(Marerijk);0;;;;
19350;01/11/2016;18:10:00;Stoomtrein(Marerijk);0;;;;
19351;01/11/2016;18:15:00;Stoomtrein(Marerijk);0;;;;
19352;01/11/2016;08:30:00;Droomvlucht;0;;;;
19353;01/11/2016;08:35:00;Droomvlucht;0;;;;
19354;01/11/2016;08:40:00;Droomvlucht;0;;;;
19355;01/11/2016;08:45:00;Droomvlucht;0;;;;
19356;01/11/2016;08:50:00;Droomvlucht;0;;;;
19357;01/11/2016;08:55:00;Droomvlucht;0;;;;
19358;01/11/2016;09:00:00;Droomvlucht;0;;;;
19359;01/11/2016;09:05:00;Droomvlucht;0;;;;
19360;01/11/2016;09:10:00;Droomvlucht;0;;;;
19361;01/11/2016;09:15:00;Droomvlucht;0;;;;
19362;01/11/2016;09:20:00;Droomvlucht;0;;;;
19363;01/11/2016;09:25:00;Droomvlucht;0;;;;
19364;01/11/2016;09:30:00;Droomvlucht;0;;;;
19365;01/11/2016;09:35:00;Droomvlucht;0;;;;
19366;01/11/2016;09:40:00;Droomvlucht;0;;;;
19367;01/11/2016;09:45:00;Droomvlucht;0;;;;
19368;01/11/2016;09:50:00;Droomvlucht;0;;;;
19369;01/11/2016;09:55:00;Droomvlucht;0;;;;
19370;01/11/2016;10:00:00;Droomvlucht;0;;;;
19371;01/11/2016;10:05:00;Droomvlucht;0;;;;
19372;01/11/2016;10:10:00;Droomvlucht;0;;;;
19373;01/11/2016;10:15:00;Droomvlucht;0;;;;
19374;01/11/2016;10:20:00;Droomvlucht;0;;;;
19375;01/11/2016;10:25:00;Droomvlucht;0;;;;
19376;01/11/2016;10:30:00;Droomvlucht;0;;;;
19377;01/11/2016;10:35:00;Droomvlucht;0;;;;
19378;01/11/2016;10:40:00;Droomvlucht;0;;;;
19379;01/11/2016;10:45:00;Droomvlucht;0;;;;
19380;01/11/2016;10:50:00;Droomvlucht;0;;;;
19381;01/11/2016;10:55:00;Droomvlucht;0;;;;
19382;01/11/2016;11:00:00;Droomvlucht;0;;;;
19383;01/11/2016;11:05:00;Droomvlucht;0;;;;
19384;01/11/2016;11:10:00;Droomvlucht;0;;;;
19385;01/11/2016;11:15:00;Droomvlucht;0;;;;
19386;01/11/2016;11:20:00;Droomvlucht;0;;;;
19387;01/11/2016;11:25:00;Droomvlucht;0;;;;
19388;01/11/2016;11:30:00;Droomvlucht;0;;;;
19389;01/11/2016;11:35:00;Droomvlucht;0;;;;
19390;01/11/2016;11:40:00;Droomvlucht;0;;;;
19391;01/11/2016;11:45:00;Droomvlucht;0;;;;
19392;01/11/2016;11:50:00;Droomvlucht;0;;;;
19393;01/11/2016;11:55:00;Droomvlucht;0;;;;
19394;01/11/2016;12:00:00;Droomvlucht;0;;;;
19395;01/11/2016;12:05:00;Droomvlucht;0;;;;
19396;01/11/2016;12:10:00;Droomvlucht;0;;;;
19397;01/11/2016;12:15:00;Droomvlucht;0;;;;
19398;01/11/2016;12:20:00;Droomvlucht;0;;;;
19399;01/11/2016;12:25:00;Droomvlucht;0;;;;
19400;01/11/2016;12:30:00;Droomvlucht;0;;;;
19401;01/11/2016;12:35:00;Droomvlucht;0;;;;
19402;01/11/2016;12:40:00;Droomvlucht;0;;;;
19403;01/11/2016;12:45:00;Droomvlucht;0;;;;
19404;01/11/2016;12:50:00;Droomvlucht;0;;;;
19405;01/11/2016;12:55:00;Droomvlucht;0;;;;
19406;01/11/2016;13:00:00;Droomvlucht;0;;;;
19407;01/11/2016;13:05:00;Droomvlucht;0;;;;
19408;01/11/2016;13:10:00;Droomvlucht;0;;;;
19409;01/11/2016;13:15:00;Droomvlucht;0;;;;
19410;01/11/2016;13:20:00;Droomvlucht;0;;;;
19411;01/11/2016;13:25:00;Droomvlucht;0;;;;
19412;01/11/2016;13:30:00;Droomvlucht;0;;;;
19413;01/11/2016;13:35:00;Droomvlucht;0;;;;
19414;01/11/2016;13:40:00;Droomvlucht;0;;;;
19415;01/11/2016;13:45:00;Droomvlucht;0;;;;
19416;01/11/2016;13:50:00;Droomvlucht;0;;;;
19417;01/11/2016;13:55:00;Droomvlucht;0;;;;
19418;01/11/2016;14:00:00;Droomvlucht;0;;;;
19419;01/11/2016;14:05:00;Droomvlucht;0;;;;
19420;01/11/2016;14:10:00;Droomvlucht;0;;;;
19421;01/11/2016;14:15:00;Droomvlucht;0;;;;
19422;01/11/2016;14:20:00;Droomvlucht;0;;;;
19423;01/11/2016;14:25:00;Droomvlucht;0;;;;
19424;01/11/2016;14:30:00;Droomvlucht;0;;;;
19425;01/11/2016;14:35:00;Droomvlucht;0;;;;
19426;01/11/2016;14:40:00;Droomvlucht;0;;;;
19427;01/11/2016;14:45:00;Droomvlucht;0;;;;
19428;01/11/2016;14:50:00;Droomvlucht;0;;;;
19429;01/11/2016;14:55:00;Droomvlucht;0;;;;
19430;01/11/2016;15:00:00;Droomvlucht;0;;;;
19431;01/11/2016;15:05:00;Droomvlucht;0;;;;
19432;01/11/2016;15:10:00;Droomvlucht;0;;;;
19433;01/11/2016;15:15:00;Droomvlucht;0;;;;
19434;01/11/2016;15:20:00;Droomvlucht;0;;;;
19435;01/11/2016;15:25:00;Droomvlucht;0;;;;
19436;01/11/2016;15:30:00;Droomvlucht;0;;;;
19437;01/11/2016;15:35:00;Droomvlucht;0;;;;
19438;01/11/2016;15:40:00;Droomvlucht;0;;;;
19439;01/11/2016;15:45:00;Droomvlucht;0;;;;
19440;01/11/2016;15:50:00;Droomvlucht;0;;;;
19441;01/11/2016;15:55:00;Droomvlucht;0;;;;
19442;01/11/2016;16:00:00;Droomvlucht;0;;;;
19443;01/11/2016;16:05:00;Droomvlucht;0;;;;
19444;01/11/2016;16:10:00;Droomvlucht;0;;;;
19445;01/11/2016;16:15:00;Droomvlucht;0;;;;
19446;01/11/2016;16:20:00;Droomvlucht;0;;;;
19447;01/11/2016;16:25:00;Droomvlucht;0;;;;
19448;01/11/2016;16:30:00;Droomvlucht;0;;;;
19449;01/11/2016;16:35:00;Droomvlucht;0;;;;
19450;01/11/2016;16:40:00;Droomvlucht;0;;;;
19451;01/11/2016;16:45:00;Droomvlucht;0;;;;
19452;01/11/2016;16:50:00;Droomvlucht;0;;;;
19453;01/11/2016;16:55:00;Droomvlucht;0;;;;
19454;01/11/2016;17:00:00;Droomvlucht;0;;;;
19455;01/11/2016;17:05:00;Droomvlucht;0;;;;
19456;01/11/2016;17:10:00;Droomvlucht;0;;;;
19457;01/11/2016;17:15:00;Droomvlucht;0;;;;
19458;01/11/2016;17:20:00;Droomvlucht;0;;;;
19459;01/11/2016;17:25:00;Droomvlucht;0;;;;
19460;01/11/2016;17:30:00;Droomvlucht;0;;;;
19461;01/11/2016;17:35:00;Droomvlucht;0;;;;
19462;01/11/2016;17:40:00;Droomvlucht;0;;;;
19463;01/11/2016;17:45:00;Droomvlucht;0;;;;
19464;01/11/2016;17:50:00;Droomvlucht;0;;;;
19465;01/11/2016;17:55:00;Droomvlucht;0;;;;
19466;01/11/2016;18:00:00;Droomvlucht;0;;;;
19467;01/11/2016;18:05:00;Droomvlucht;0;;;;
19468;01/11/2016;18:10:00;Droomvlucht;0;;;;
19469;01/11/2016;18:15:00;Droomvlucht;0;;;;
19470;01/11/2016;08:30:00;VillaVolta;0;;;;
19471;01/11/2016;08:35:00;VillaVolta;0;;;;
19472;01/11/2016;08:40:00;VillaVolta;0;;;;
19473;01/11/2016;08:45:00;VillaVolta;0;;;;
19474;01/11/2016;08:50:00;VillaVolta;0;;;;
19475;01/11/2016;08:55:00;VillaVolta;0;;;;
19476;01/11/2016;09:00:00;VillaVolta;0;;;;
19477;01/11/2016;09:05:00;VillaVolta;0;;;;
19478;01/11/2016;09:10:00;VillaVolta;0;;;;
19479;01/11/2016;09:15:00;VillaVolta;0;;;;
19480;01/11/2016;09:20:00;VillaVolta;0;;;;
19481;01/11/2016;09:25:00;VillaVolta;0;;;;
19482;01/11/2016;09:30:00;VillaVolta;0;;;;
19483;01/11/2016;09:35:00;VillaVolta;0;;;;
19484;01/11/2016;09:40:00;VillaVolta;0;;;;
19485;01/11/2016;09:45:00;VillaVolta;0;;;;
19486;01/11/2016;09:50:00;VillaVolta;0;;;;
19487;01/11/2016;09:55:00;VillaVolta;0;;;;
19488;01/11/2016;10:00:00;VillaVolta;0;;;;
19489;01/11/2016;10:05:00;VillaVolta;0;;;;
19490;01/11/2016;10:10:00;VillaVolta;0;;;;
19491;01/11/2016;10:15:00;VillaVolta;0;;;;
19492;01/11/2016;10:20:00;VillaVolta;0;;;;
19493;01/11/2016;10:25:00;VillaVolta;0;;;;
19494;01/11/2016;10:30:00;VillaVolta;0;;;;
19495;01/11/2016;10:35:00;VillaVolta;5;;;;
19496;01/11/2016;10:40:00;VillaVolta;5;;;;
19497;01/11/2016;10:45:00;VillaVolta;5;;;;
19498;01/11/2016;10:50:00;VillaVolta;5;;;;
19499;01/11/2016;10:55:00;VillaVolta;5;;;;
19500;01/11/2016;11:00:00;VillaVolta;5;;;;
19501;01/11/2016;11:05:00;VillaVolta;5;;;;
19502;01/11/2016;11:10:00;VillaVolta;5;;;;
19503;01/11/2016;11:15:00;VillaVolta;5;;;;
19504;01/11/2016;11:20:00;VillaVolta;5;;;;
19505;01/11/2016;11:25:00;VillaVolta;5;;;;
19506;01/11/2016;11:30:00;VillaVolta;5;;;;
19507;01/11/2016;11:35:00;VillaVolta;5;;;;
19508;01/11/2016;11:40:00;VillaVolta;5;;;;
19509;01/11/2016;11:45:00;VillaVolta;5;;;;
19510;01/11/2016;11:50:00;VillaVolta;5;;;;
19511;01/11/2016;11:55:00;VillaVolta;5;;;;
19512;01/11/2016;12:00:00;VillaVolta;5;;;;
19513;01/11/2016;12:05:00;VillaVolta;5;;;;
19514;01/11/2016;12:10:00;VillaVolta;5;;;;
19515;01/11/2016;12:15:00;VillaVolta;5;;;;
19516;01/11/2016;12:20:00;VillaVolta;5;;;;
19517;01/11/2016;12:25:00;VillaVolta;5;;;;
19518;01/11/2016;12:30:00;VillaVolta;5;;;;
19519;01/11/2016;12:35:00;VillaVolta;5;;;;
19520;01/11/2016;12:40:00;VillaVolta;5;;;;
19521;01/11/2016;12:45:00;VillaVolta;5;;;;
19522;01/11/2016;12:50:00;VillaVolta;5;;;;
19523;01/11/2016;12:55:00;VillaVolta;5;;;;
19524;01/11/2016;13:00:00;VillaVolta;5;;;;
19525;01/11/2016;13:05:00;VillaVolta;5;;;;
19526;01/11/2016;13:10:00;VillaVolta;5;;;;
19527;01/11/2016;13:15:00;VillaVolta;5;;;;
19528;01/11/2016;13:20:00;VillaVolta;5;;;;
19529;01/11/2016;13:25:00;VillaVolta;5;;;;
19530;01/11/2016;13:30:00;VillaVolta;5;;;;
19531;01/11/2016;13:35:00;VillaVolta;5;;;;
19532;01/11/2016;13:40:00;VillaVolta;5;;;;
19533;01/11/2016;13:45:00;VillaVolta;5;;;;
19534;01/11/2016;13:50:00;VillaVolta;5;;;;
19535;01/11/2016;13:55:00;VillaVolta;5;;;;
19536;01/11/2016;14:00:00;VillaVolta;5;;;;
19537;01/11/2016;14:05:00;VillaVolta;5;;;;
19538;01/11/2016;14:10:00;VillaVolta;5;;;;
19539;01/11/2016;14:15:00;VillaVolta;5;;;;
19540;01/11/2016;14:20:00;VillaVolta;5;;;;
19541;01/11/2016;14:25:00;VillaVolta;5;;;;
19542;01/11/2016;14:30:00;VillaVolta;5;;;;
19543;01/11/2016;14:35:00;VillaVolta;5;;;;
19544;01/11/2016;14:40:00;VillaVolta;5;;;;
19545;01/11/2016;14:45:00;VillaVolta;5;;;;
19546;01/11/2016;14:50:00;VillaVolta;5;;;;
19547;01/11/2016;14:55:00;VillaVolta;5;;;;
19548;01/11/2016;15:00:00;VillaVolta;10;;;;
19549;01/11/2016;15:05:00;VillaVolta;10;;;;
19550;01/11/2016;15:10:00;VillaVolta;10;;;;
19551;01/11/2016;15:15:00;VillaVolta;10;;;;
19552;01/11/2016;15:20:00;VillaVolta;10;;;;
19553;01/11/2016;15:25:00;VillaVolta;10;;;;
19554;01/11/2016;15:30:00;VillaVolta;10;;;;
19555;01/11/2016;15:35:00;VillaVolta;10;;;;
19556;01/11/2016;15:40:00;VillaVolta;10;;;;
19557;01/11/2016;15:45:00;VillaVolta;10;;;;
19558;01/11/2016;15:50:00;VillaVolta;10;;;;
19559;01/11/2016;15:55:00;VillaVolta;10;;;;
19560;01/11/2016;16:00:00;VillaVolta;10;;;;
19561;01/11/2016;16:05:00;VillaVolta;10;;;;
19562;01/11/2016;16:10:00;VillaVolta;10;;;;
19563;01/11/2016;16:15:00;VillaVolta;10;;;;
19564;01/11/2016;16:20:00;VillaVolta;10;;;;
19565;01/11/2016;16:25:00;VillaVolta;10;;;;
19566;01/11/2016;16:30:00;VillaVolta;10;;;;
19567;01/11/2016;16:35:00;VillaVolta;10;;;;
19568;01/11/2016;16:40:00;VillaVolta;10;;;;
19569;01/11/2016;16:45:00;VillaVolta;10;;;;
19570;01/11/2016;16:50:00;VillaVolta;10;;;;
19571;01/11/2016;16:55:00;VillaVolta;10;;;;
19572;01/11/2016;17:00:00;VillaVolta;10;;;;
19573;01/11/2016;17:05:00;VillaVolta;10;;;;
19574;01/11/2016;17:10:00;VillaVolta;10;;;;
19575;01/11/2016;17:15:00;VillaVolta;10;;;;
19576;01/11/2016;17:20:00;VillaVolta;10;;;;
19577;01/11/2016;17:25:00;VillaVolta;10;;;;
19578;01/11/2016;17:30:00;VillaVolta;10;;;;
19579;01/11/2016;17:35:00;VillaVolta;10;;;;
19580;01/11/2016;17:40:00;VillaVolta;10;;;;
19581;01/11/2016;17:45:00;VillaVolta;10;;;;
19582;01/11/2016;17:50:00;VillaVolta;0;;;;
19583;01/11/2016;17:55:00;VillaVolta;0;;;;
19584;01/11/2016;18:00:00;VillaVolta;0;;;;
19585;01/11/2016;18:05:00;VillaVolta;0;;;;
19586;01/11/2016;18:10:00;VillaVolta;0;;;;
19587;01/11/2016;18:15:00;VillaVolta;0;;;;
19588;01/11/2016;08:30:00;SpeeltuinKindervreugd;0;;;;
19589;01/11/2016;08:35:00;SpeeltuinKindervreugd;0;;;;
19590;01/11/2016;08:40:00;SpeeltuinKindervreugd;0;;;;
19591;01/11/2016;08:45:00;SpeeltuinKindervreugd;0;;;;
19592;01/11/2016;08:50:00;SpeeltuinKindervreugd;0;;;;
19593;01/11/2016;08:55:00;SpeeltuinKindervreugd;0;;;;
19594;01/11/2016;09:00:00;SpeeltuinKindervreugd;0;;;;
19595;01/11/2016;09:05:00;SpeeltuinKindervreugd;0;;;;
19596;01/11/2016;09:10:00;SpeeltuinKindervreugd;0;;;;
19597;01/11/2016;09:15:00;SpeeltuinKindervreugd;0;;;;
19598;01/11/2016;09:20:00;SpeeltuinKindervreugd;0;;;;
19599;01/11/2016;09:25:00;SpeeltuinKindervreugd;0;;;;
19600;01/11/2016;09:30:00;SpeeltuinKindervreugd;0;;;;
19601;01/11/2016;09:35:00;SpeeltuinKindervreugd;0;;;;
19602;01/11/2016;09:40:00;SpeeltuinKindervreugd;0;;;;
19603;01/11/2016;09:45:00;SpeeltuinKindervreugd;0;;;;
19604;01/11/2016;09:50:00;SpeeltuinKindervreugd;0;;;;
19605;01/11/2016;09:55:00;SpeeltuinKindervreugd;0;;;;
19606;01/11/2016;10:00:00;SpeeltuinKindervreugd;0;;;;
19607;01/11/2016;10:05:00;SpeeltuinKindervreugd;0;;;;
19608;01/11/2016;10:10:00;SpeeltuinKindervreugd;0;;;;
19609;01/11/2016;10:15:00;SpeeltuinKindervreugd;0;;;;
19610;01/11/2016;10:20:00;SpeeltuinKindervreugd;0;;;;
19611;01/11/2016;10:25:00;SpeeltuinKindervreugd;0;;;;
19612;01/11/2016;10:30:00;SpeeltuinKindervreugd;0;;;;
19613;01/11/2016;10:35:00;SpeeltuinKindervreugd;0;;;;
19614;01/11/2016;10:40:00;SpeeltuinKindervreugd;0;;;;
19615;01/11/2016;10:45:00;SpeeltuinKindervreugd;0;;;;
19616;01/11/2016;10:50:00;SpeeltuinKindervreugd;0;;;;
19617;01/11/2016;10:55:00;SpeeltuinKindervreugd;0;;;;
19618;01/11/2016;11:00:00;SpeeltuinKindervreugd;0;;;;
19619;01/11/2016;11:05:00;SpeeltuinKindervreugd;0;;;;
19620;01/11/2016;11:10:00;SpeeltuinKindervreugd;0;;;;
19621;01/11/2016;11:15:00;SpeeltuinKindervreugd;0;;;;
19622;01/11/2016;11:20:00;SpeeltuinKindervreugd;0;;;;
19623;01/11/2016;11:25:00;SpeeltuinKindervreugd;0;;;;
19624;01/11/2016;11:30:00;SpeeltuinKindervreugd;0;;;;
19625;01/11/2016;11:35:00;SpeeltuinKindervreugd;0;;;;
19626;01/11/2016;11:40:00;SpeeltuinKindervreugd;0;;;;
19627;01/11/2016;11:45:00;SpeeltuinKindervreugd;0;;;;
19628;01/11/2016;11:50:00;SpeeltuinKindervreugd;0;;;;
19629;01/11/2016;11:55:00;SpeeltuinKindervreugd;0;;;;
19630;01/11/2016;12:00:00;SpeeltuinKindervreugd;0;;;;
19631;01/11/2016;12:05:00;SpeeltuinKindervreugd;0;;;;
19632;01/11/2016;12:10:00;SpeeltuinKindervreugd;0;;;;
19633;01/11/2016;12:15:00;SpeeltuinKindervreugd;0;;;;
19634;01/11/2016;12:20:00;SpeeltuinKindervreugd;0;;;;
19635;01/11/2016;12:25:00;SpeeltuinKindervreugd;0;;;;
19636;01/11/2016;12:30:00;SpeeltuinKindervreugd;0;;;;
19637;01/11/2016;12:35:00;SpeeltuinKindervreugd;0;;;;
19638;01/11/2016;12:40:00;SpeeltuinKindervreugd;0;;;;
19639;01/11/2016;12:45:00;SpeeltuinKindervreugd;0;;;;
19640;01/11/2016;12:50:00;SpeeltuinKindervreugd;0;;;;
19641;01/11/2016;12:55:00;SpeeltuinKindervreugd;0;;;;
19642;01/11/2016;13:00:00;SpeeltuinKindervreugd;0;;;;
19643;01/11/2016;13:05:00;SpeeltuinKindervreugd;0;;;;
19644;01/11/2016;13:10:00;SpeeltuinKindervreugd;0;;;;
19645;01/11/2016;13:15:00;SpeeltuinKindervreugd;0;;;;
19646;01/11/2016;13:20:00;SpeeltuinKindervreugd;0;;;;
19647;01/11/2016;13:25:00;SpeeltuinKindervreugd;0;;;;
19648;01/11/2016;13:30:00;SpeeltuinKindervreugd;0;;;;
19649;01/11/2016;13:35:00;SpeeltuinKindervreugd;0;;;;
19650;01/11/2016;13:40:00;SpeeltuinKindervreugd;0;;;;
19651;01/11/2016;13:45:00;SpeeltuinKindervreugd;0;;;;
19652;01/11/2016;13:50:00;SpeeltuinKindervreugd;0;;;;
19653;01/11/2016;13:55:00;SpeeltuinKindervreugd;0;;;;
19654;01/11/2016;14:00:00;SpeeltuinKindervreugd;0;;;;
19655;01/11/2016;14:05:00;SpeeltuinKindervreugd;0;;;;
19656;01/11/2016;14:10:00;SpeeltuinKindervreugd;0;;;;
19657;01/11/2016;14:15:00;SpeeltuinKindervreugd;0;;;;
19658;01/11/2016;14:20:00;SpeeltuinKindervreugd;0;;;;
19659;01/11/2016;14:25:00;SpeeltuinKindervreugd;0;;;;
19660;01/11/2016;14:30:00;SpeeltuinKindervreugd;0;;;;
19661;01/11/2016;14:35:00;SpeeltuinKindervreugd;0;;;;
19662;01/11/2016;14:40:00;SpeeltuinKindervreugd;0;;;;
19663;01/11/2016;14:45:00;SpeeltuinKindervreugd;0;;;;
19664;01/11/2016;14:50:00;SpeeltuinKindervreugd;0;;;;
